id	query
Q0561_p1	Can you explain this dispatch decision: Under this traffic, how confident is the dispatcher about Vehicle 0 at epoch 5?
Q0561_p2	In operational terms, under this traffic, how confident is the dispatcher about Vehicle 0 at epoch 5?
Q0561_p3	What is the reason behind this: Under this traffic, how confident is the dispatcher about Vehicle 0 at epoch 5?
Q0561_p4	Could you clarify the dispatch rationale here: Under this traffic, how confident is the dispatcher about Vehicle 0 at epoch 5?
Q0566	At epoch 6, how confident is the dispatcher about Vehicle 3?
Q0566_p1	Can you explain this dispatch decision: At epoch 6, how confident is the dispatcher about Vehicle 3?
Q0566_p2	In operational terms, at epoch 6, how confident is the dispatcher about Vehicle 3?
Q0566_p3	What is the reason behind this: At epoch 6, how confident is the dispatcher about Vehicle 3?
Q0566_p4	Could you clarify the dispatch rationale here: At epoch 6, how confident is the dispatcher about Vehicle 3?
Q0571	How confident is the system about assigning Vehicle 0 at epoch 7?
Q0571_p1	Can you explain this dispatch decision: How confident is the system about assigning Vehicle 0 at epoch 7?
Q0571_p2	In operational terms, how confident is the system about assigning Vehicle 0 at epoch 7?
Q0571_p3	What is the reason behind this: How confident is the system about assigning Vehicle 0 at epoch 7?
Q0571_p4	Could you clarify the dispatch rationale here: How confident is the system about assigning Vehicle 0 at epoch 7?
Q0576	At epoch 8, how confident is the dispatcher in its assignment of V0?
Q0576_p1	Can you explain this dispatch decision: At epoch 8, how confident is the dispatcher in its assignment of V0?
Q0576_p2	In operational terms, at epoch 8, how confident is the dispatcher in its assignment of V0?
Q0576_p3	What is the reason behind this: At epoch 8, how confident is the dispatcher in its assignment of V0?
Q0576_p4	Could you clarify the dispatch rationale here: At epoch 8, how confident is the dispatcher in its assignment of V0?
Q1391	At epoch 8, how confident is the dispatcher?
Q1391_p1	Can you explain this dispatch decision: At epoch 8, how confident is the dispatcher?
Q1391_p2	In operational terms, at epoch 8, how confident is the dispatcher?
Q1391_p3	What is the reason behind this: At epoch 8, how confident is the dispatcher?
Q1391_p4	Could you clarify the dispatch rationale here: At epoch 8, how confident is the dispatcher?
Q1561	At epoch 10, how confident is the system about Vehicle 0?
Q1561_p1	Can you explain this dispatch decision: At epoch 10, how confident is the system about Vehicle 0?
Q1561_p2	In operational terms, at epoch 10, how confident is the system about Vehicle 0?
Q1561_p3	What is the reason behind this: At epoch 10, how confident is the system about Vehicle 0?
Q1561_p4	Could you clarify the dispatch rationale here: At epoch 10, how confident is the system about Vehicle 0?
Q0621	During the event, how confident is the dispatcher about Vehicle 3 at epoch 4?
Q0621_p1	Can you explain this dispatch decision: During the event, how confident is the dispatcher about Vehicle 3 at epoch 4?
Q0621_p2	In operational terms, during the event, how confident is the dispatcher about Vehicle 3 at epoch 4?
Q0621_p3	What is the reason behind this: During the event, how confident is the dispatcher about Vehicle 3 at epoch 4?
Q0621_p4	Could you clarify the dispatch rationale here: During the event, how confident is the dispatcher about Vehicle 3 at epoch 4?
Q0626	At epoch 5 during the concert, how sure is the system about Vehicle 2?
Q0626_p1	Can you explain this dispatch decision: At epoch 5 during the concert, how sure is the system about Vehicle 2?
Q0626_p2	In operational terms, at epoch 5 during the concert, how sure is the system about Vehicle 2?
Q0626_p3	What is the reason behind this: At epoch 5 during the concert, how sure is the system about Vehicle 2?
Q0626_p4	Could you clarify the dispatch rationale here: At epoch 5 during the concert, how sure is the system about Vehicle 2?
Q0631	With the event congestion, how confident is the dispatcher about V0 at epoch 6?
Q0631_p1	Can you explain this dispatch decision: With the event congestion, how confident is the dispatcher about V0 at epoch 6?
Q0631_p2	In operational terms, with the event congestion, how confident is the dispatcher about V0 at epoch 6?
Q0631_p3	What is the reason behind this: With the event congestion, how confident is the dispatcher about V0 at epoch 6?
Q0631_p4	Could you clarify the dispatch rationale here: With the event congestion, how confident is the dispatcher about V0 at epoch 6?
Q0636	At epoch 4 during the stadium event, how confident is the system about V3?
Q0636_p1	Can you explain this dispatch decision: At epoch 4 during the stadium event, how confident is the system about V3?
Q0636_p2	In operational terms, at epoch 4 during the stadium event, how confident is the system about V3?
Q0636_p3	What is the reason behind this: At epoch 4 during the stadium event, how confident is the system about V3?
Q0636_p4	Could you clarify the dispatch rationale here: At epoch 4 during the stadium event, how confident is the system about V3?
Q0641	Given the event, how sure is the dispatcher about Vehicle 2 at epoch 5?
Q0641_p1	Can you explain this dispatch decision: Given the event, how sure is the dispatcher about Vehicle 2 at epoch 5?
Q0641_p2	In operational terms, given the event, how sure is the dispatcher about Vehicle 2 at epoch 5?
Q0641_p3	What is the reason behind this: Given the event, how sure is the dispatcher about Vehicle 2 at epoch 5?
Q0641_p4	Could you clarify the dispatch rationale here: Given the event, how sure is the dispatcher about Vehicle 2 at epoch 5?
Q0646	During the event, how confident is the system about V0 at epoch 6?
Q0646_p1	Can you explain this dispatch decision: During the event, how confident is the system about V0 at epoch 6?
Q0646_p2	In operational terms, during the event, how confident is the system about V0 at epoch 6?
Q0646_p3	What is the reason behind this: During the event, how confident is the system about V0 at epoch 6?
Q0646_p4	Could you clarify the dispatch rationale here: During the event, how confident is the system about V0 at epoch 6?
Q0651	At epoch 7 with the event ongoing, how confident is the dispatcher about V0?
Q0651_p1	Can you explain this dispatch decision: At epoch 7 with the event ongoing, how confident is the dispatcher about V0?
Q0651_p2	In operational terms, at epoch 7 with the event ongoing, how confident is the dispatcher about V0?
Q0651_p3	What is the reason behind this: At epoch 7 with the event ongoing, how confident is the dispatcher about V0?
Q0651_p4	Could you clarify the dispatch rationale here: At epoch 7 with the event ongoing, how confident is the dispatcher about V0?
Q0656	Once the event peaked, how sure is the dispatcher about Vehicle 1 at epoch 8?
Q0656_p1	Can you explain this dispatch decision: Once the event peaked, how sure is the dispatcher about Vehicle 1 at epoch 8?
Q0656_p2	In operational terms, once the event peaked, how sure is the dispatcher about Vehicle 1 at epoch 8?
Q0656_p3	What is the reason behind this: Once the event peaked, how sure is the dispatcher about Vehicle 1 at epoch 8?
Q0656_p4	Could you clarify the dispatch rationale here: Once the event peaked, how sure is the dispatcher about Vehicle 1 at epoch 8?
Q1566	During the event, how confident is the dispatcher about Vehicle 1 at epoch 9?
Q1566_p1	Can you explain this dispatch decision: During the event, how confident is the dispatcher about Vehicle 1 at epoch 9?
Q1566_p2	In operational terms, during the event, how confident is the dispatcher about Vehicle 1 at epoch 9?
Q1566_p3	What is the reason behind this: During the event, how confident is the dispatcher about Vehicle 1 at epoch 9?
Q1566_p4	Could you clarify the dispatch rationale here: During the event, how confident is the dispatcher about Vehicle 1 at epoch 9?
Q1571	At epoch 10 during the event, how sure is the system about Vehicle 3?
Q1571_p1	Can you explain this dispatch decision: At epoch 10 during the event, how sure is the system about Vehicle 3?
Q1571_p2	In operational terms, at epoch 10 during the event, how sure is the system about Vehicle 3?
Q1571_p3	What is the reason behind this: At epoch 10 during the event, how sure is the system about Vehicle 3?
Q1571_p4	Could you clarify the dispatch rationale here: At epoch 10 during the event, how sure is the system about Vehicle 3?
Q1051	How did the event affect assignment at epoch 4?
Q1051_p1	Can you explain this dispatch decision: How did the event affect assignment at epoch 4?
Q1051_p2	In operational terms, how did the event affect assignment at epoch 4?
Q1051_p3	What is the reason behind this: How did the event affect assignment at epoch 4?
Q1051_p4	Could you clarify the dispatch rationale here: How did the event affect assignment at epoch 4?
Q1056	At epoch 5, how did the event change the assignment decision?
Q1056_p1	Can you explain this dispatch decision: At epoch 5, how did the event change the assignment decision?
Q1056_p2	In operational terms, at epoch 5, how did the event change the assignment decision?
Q1056_p3	What is the reason behind this: At epoch 5, how did the event change the assignment decision?
Q1056_p4	Could you clarify the dispatch rationale here: At epoch 5, how did the event change the assignment decision?
Q1061	What effect did the event have on assignment at epoch 6?
Q1061_p1	Can you explain this dispatch decision: What effect did the event have on assignment at epoch 6?
Q1061_p2	In operational terms, what effect did the event have on assignment at epoch 6?
Q1061_p3	What is the reason behind this: What effect did the event have on assignment at epoch 6?
Q1061_p4	Could you clarify the dispatch rationale here: What effect did the event have on assignment at epoch 6?
Q1066	How did the stadium event change the assignment at epoch 4?
Q1066_p1	Can you explain this dispatch decision: How did the stadium event change the assignment at epoch 4?
Q1066_p2	In operational terms, how did the stadium event change the assignment at epoch 4?
Q1066_p3	What is the reason behind this: How did the stadium event change the assignment at epoch 4?
Q1066_p4	Could you clarify the dispatch rationale here: How did the stadium event change the assignment at epoch 4?
Q1071	At epoch 5, how was the assignment shaped by the event?
Q1071_p1	Can you explain this dispatch decision: At epoch 5, how was the assignment shaped by the event?
Q1071_p2	In operational terms, at epoch 5, how was the assignment shaped by the event?
Q1071_p3	What is the reason behind this: At epoch 5, how was the assignment shaped by the event?
Q1071_p4	Could you clarify the dispatch rationale here: At epoch 5, how was the assignment shaped by the event?
Q1076	Once the concert started, how did it affect the assignment at epoch 6?
Q1076_p1	Can you explain this dispatch decision: Once the concert started, how did it affect the assignment at epoch 6?
Q1076_p2	In operational terms, once the concert started, how did it affect the assignment at epoch 6?
Q1076_p3	What is the reason behind this: Once the concert started, how did it affect the assignment at epoch 6?
Q1076_p4	Could you clarify the dispatch rationale here: Once the concert started, how did it affect the assignment at epoch 6?
Q1081	How did the event influence assignment at epoch 7?
Q1081_p1	Can you explain this dispatch decision: How did the event influence assignment at epoch 7?
Q1081_p2	In operational terms, how did the event influence assignment at epoch 7?
Q1081_p3	What is the reason behind this: How did the event influence assignment at epoch 7?
Q1081_p4	Could you clarify the dispatch rationale here: How did the event influence assignment at epoch 7?
Q1086	At epoch 8, how did event-induced congestion impact the assignment?
Q1086_p1	Can you explain this dispatch decision: At epoch 8, how did event-induced congestion impact the assignment?
Q1086_p2	In operational terms, at epoch 8, how did event-induced congestion impact the assignment?
Q1086_p3	What is the reason behind this: At epoch 8, how did event-induced congestion impact the assignment?
Q1086_p4	Could you clarify the dispatch rationale here: At epoch 8, how did event-induced congestion impact the assignment?
Q1091	How did the event's impact change what vehicle was chosen at epoch 9?
Q1091_p1	Can you explain this dispatch decision: How did the event's impact change what vehicle was chosen at epoch 9?
Q1091_p2	In operational terms, how did the event's impact change what vehicle was chosen at epoch 9?
Q1091_p3	What is the reason behind this: How did the event's impact change what vehicle was chosen at epoch 9?
Q1091_p4	Could you clarify the dispatch rationale here: How did the event's impact change what vehicle was chosen at epoch 9?
Q1096	What effect did the event have on the assignment outcome at epoch 10?
Q1096_p1	Can you explain this dispatch decision: What effect did the event have on the assignment outcome at epoch 10?
Q1096_p2	In operational terms, what effect did the event have on the assignment outcome at epoch 10?
Q1096_p3	What is the reason behind this: What effect did the event have on the assignment outcome at epoch 10?
Q1096_p4	Could you clarify the dispatch rationale here: What effect did the event have on the assignment outcome at epoch 10?
Q1101	At epoch 4, how did the event shift which vehicle got assigned?
Q1101_p1	Can you explain this dispatch decision: At epoch 4, how did the event shift which vehicle got assigned?
Q1101_p2	In operational terms, at epoch 4, how did the event shift which vehicle got assigned?
Q1101_p3	What is the reason behind this: At epoch 4, how did the event shift which vehicle got assigned?
Q1101_p4	Could you clarify the dispatch rationale here: At epoch 4, how did the event shift which vehicle got assigned?
Q1106	How did the event's congestion change the assignment at epoch 5?
Q1106_p1	Can you explain this dispatch decision: How did the event's congestion change the assignment at epoch 5?
Q1106_p2	In operational terms, how did the event's congestion change the assignment at epoch 5?
Q1106_p3	What is the reason behind this: How did the event's congestion change the assignment at epoch 5?
Q1106_p4	Could you clarify the dispatch rationale here: How did the event's congestion change the assignment at epoch 5?
Q1111	During the event, how was the assignment at epoch 6 different?
Q1111_p1	Can you explain this dispatch decision: During the event, how was the assignment at epoch 6 different?
Q1111_p2	In operational terms, during the event, how was the assignment at epoch 6 different?
Q1111_p3	What is the reason behind this: During the event, how was the assignment at epoch 6 different?
Q1111_p4	Could you clarify the dispatch rationale here: During the event, how was the assignment at epoch 6 different?
Q1116	How did event congestion play into the assignment at epoch 4?
Q1116_p1	Can you explain this dispatch decision: How did event congestion play into the assignment at epoch 4?
Q1116_p2	In operational terms, how did event congestion play into the assignment at epoch 4?
Q1116_p3	What is the reason behind this: How did event congestion play into the assignment at epoch 4?
Q1116_p4	Could you clarify the dispatch rationale here: How did event congestion play into the assignment at epoch 4?
Q1121	What was the event's impact on the assignment at epoch 5?
Q1121_p1	Can you explain this dispatch decision: What was the event's impact on the assignment at epoch 5?
Q1121_p2	In operational terms, what was the event's impact on the assignment at epoch 5?
Q1121_p3	What is the reason behind this: What was the event's impact on the assignment at epoch 5?
Q1121_p4	Could you clarify the dispatch rationale here: What was the event's impact on the assignment at epoch 5?
Q1126	At epoch 6, once the event peaked, how did it affect assignment?
Q1126_p1	Can you explain this dispatch decision: At epoch 6, once the event peaked, how did it affect assignment?
Q1126_p2	In operational terms, at epoch 6, once the event peaked, how did it affect assignment?
Q1126_p3	What is the reason behind this: At epoch 6, once the event peaked, how did it affect assignment?
Q1126_p4	Could you clarify the dispatch rationale here: At epoch 6, once the event peaked, how did it affect assignment?
Q1131	During the stadium event, how was the assignment at epoch 7 different?
Q1131_p1	Can you explain this dispatch decision: During the stadium event, how was the assignment at epoch 7 different?
Q1131_p2	In operational terms, during the stadium event, how was the assignment at epoch 7 different?
Q1131_p3	What is the reason behind this: During the stadium event, how was the assignment at epoch 7 different?
Q1131_p4	Could you clarify the dispatch rationale here: During the stadium event, how was the assignment at epoch 7 different?
Q1136	How did event-driven traffic reshape the assignment at epoch 8?
Q1136_p1	Can you explain this dispatch decision: How did event-driven traffic reshape the assignment at epoch 8?
Q1136_p2	In operational terms, how did event-driven traffic reshape the assignment at epoch 8?
Q1136_p3	What is the reason behind this: How did event-driven traffic reshape the assignment at epoch 8?
Q1136_p4	Could you clarify the dispatch rationale here: How did event-driven traffic reshape the assignment at epoch 8?
Q1141	How did the event affect which vehicle was picked at epoch 9?
Q1141_p1	Can you explain this dispatch decision: How did the event affect which vehicle was picked at epoch 9?
Q1141_p2	In operational terms, how did the event affect which vehicle was picked at epoch 9?
Q1141_p3	What is the reason behind this: How did the event affect which vehicle was picked at epoch 9?
Q1141_p4	Could you clarify the dispatch rationale here: How did the event affect which vehicle was picked at epoch 9?
Q1146	At epoch 10, how did the event change the dispatcher's behavior?
Q1146_p1	Can you explain this dispatch decision: At epoch 10, how did the event change the dispatcher's behavior?
Q1146_p2	In operational terms, at epoch 10, how did the event change the dispatcher's behavior?
Q1146_p3	What is the reason behind this: At epoch 10, how did the event change the dispatcher's behavior?
Q1146_p4	Could you clarify the dispatch rationale here: At epoch 10, how did the event change the dispatcher's behavior?
Q1396	At epoch 4 during the event, how much did congestion from the event change the assignment?
Q1396_p1	Can you explain this dispatch decision: At epoch 4 during the event, how much did congestion from the event change the assignment?
Q1396_p2	In operational terms, at epoch 4 during the event, how much did congestion from the event change the assignment?
Q1396_p3	What is the reason behind this: At epoch 4 during the event, how much did congestion from the event change the assignment?
Q1396_p4	Could you clarify the dispatch rationale here: At epoch 4 during the event, how much did congestion from the event change the assignment?
Q1576	At epoch 5, what impact did the event have on the assignment?
Q1576_p1	Can you explain this dispatch decision: At epoch 5, what impact did the event have on the assignment?
Q1576_p2	In operational terms, at epoch 5, what impact did the event have on the assignment?
Q1576_p3	What is the reason behind this: At epoch 5, what impact did the event have on the assignment?
Q1576_p4	Could you clarify the dispatch rationale here: At epoch 5, what impact did the event have on the assignment?
Q1581	At epoch 6, how did event congestion reshape the assignment?
Q1581_p1	Can you explain this dispatch decision: At epoch 6, how did event congestion reshape the assignment?
Q1581_p2	In operational terms, at epoch 6, how did event congestion reshape the assignment?
Q1581_p3	What is the reason behind this: At epoch 6, how did event congestion reshape the assignment?
Q1581_p4	Could you clarify the dispatch rationale here: At epoch 6, how did event congestion reshape the assignment?
Q1586	At epoch 4, how did the event's onset shift the assignment?
Q1586_p1	Can you explain this dispatch decision: At epoch 4, how did the event's onset shift the assignment?
Q1586_p2	In operational terms, at epoch 4, how did the event's onset shift the assignment?
Q1586_p3	What is the reason behind this: At epoch 4, how did the event's onset shift the assignment?
Q1586_p4	Could you clarify the dispatch rationale here: At epoch 4, how did the event's onset shift the assignment?
Q1591	How did the stadium event change the assignment at epoch 5?
Q1591_p1	Can you explain this dispatch decision: How did the stadium event change the assignment at epoch 5?
Q1591_p2	In operational terms, how did the stadium event change the assignment at epoch 5?
Q1591_p3	What is the reason behind this: How did the stadium event change the assignment at epoch 5?
Q1591_p4	Could you clarify the dispatch rationale here: How did the stadium event change the assignment at epoch 5?
Q1596	At epoch 6, how did event-driven congestion affect the assignment decision?
Q1596_p1	Can you explain this dispatch decision: At epoch 6, how did event-driven congestion affect the assignment decision?
Q1596_p2	In operational terms, at epoch 6, how did event-driven congestion affect the assignment decision?
Q1596_p3	What is the reason behind this: At epoch 6, how did event-driven congestion affect the assignment decision?
Q1596_p4	Could you clarify the dispatch rationale here: At epoch 6, how did event-driven congestion affect the assignment decision?
Q1601	At epoch 7, how did the event's impact reshape vehicle selection?
Q1601_p1	Can you explain this dispatch decision: At epoch 7, how did the event's impact reshape vehicle selection?
Q1601_p2	In operational terms, at epoch 7, how did the event's impact reshape vehicle selection?
Q1601_p3	What is the reason behind this: At epoch 7, how did the event's impact reshape vehicle selection?
Q1601_p4	Could you clarify the dispatch rationale here: At epoch 7, how did the event's impact reshape vehicle selection?
Q1606	How did concert traffic alter the assignment at epoch 8?
Q1606_p1	Can you explain this dispatch decision: How did concert traffic alter the assignment at epoch 8?
Q1606_p2	In operational terms, how did concert traffic alter the assignment at epoch 8?
Q1606_p3	What is the reason behind this: How did concert traffic alter the assignment at epoch 8?
Q1606_p4	Could you clarify the dispatch rationale here: How did concert traffic alter the assignment at epoch 8?
Q1611	At epoch 9, how did the event shape the assignment outcome?
Q1611_p1	Can you explain this dispatch decision: At epoch 9, how did the event shape the assignment outcome?
Q1611_p2	In operational terms, at epoch 9, how did the event shape the assignment outcome?
Q1611_p3	What is the reason behind this: At epoch 9, how did the event shape the assignment outcome?
Q1611_p4	Could you clarify the dispatch rationale here: At epoch 9, how did the event shape the assignment outcome?
Q1616	At epoch 10, how did the event reshape the assignment decision?
Q1616_p1	Can you explain this dispatch decision: At epoch 10, how did the event reshape the assignment decision?
Q1616_p2	In operational terms, at epoch 10, how did the event reshape the assignment decision?
Q1616_p3	What is the reason behind this: At epoch 10, how did the event reshape the assignment decision?
Q1616_p4	Could you clarify the dispatch rationale here: At epoch 10, how did the event reshape the assignment decision?
Q1271	At event epoch 4, how much does congestion affect assigned timing?
Q1271_p1	Can you explain this dispatch decision: At event epoch 4, how much does congestion affect assigned timing?
Q1271_p2	In operational terms, at event epoch 4, how much does congestion affect assigned timing?
Q1271_p3	What is the reason behind this: At event epoch 4, how much does congestion affect assigned timing?
Q1271_p4	Could you clarify the dispatch rationale here: At event epoch 4, how much does congestion affect assigned timing?
Q1276	How much delay does event congestion add to assigned timing at epoch 5?
Q1276_p1	Can you explain this dispatch decision: How much delay does event congestion add to assigned timing at epoch 5?
Q1276_p2	In operational terms, how much delay does event congestion add to assigned timing at epoch 5?
Q1276_p3	What is the reason behind this: How much delay does event congestion add to assigned timing at epoch 5?
Q1276_p4	Could you clarify the dispatch rationale here: How much delay does event congestion add to assigned timing at epoch 5?
Q1281	At epoch 6 during the event, how much does congestion slow the assigned vehicle?
Q1281_p1	Can you explain this dispatch decision: At epoch 6 during the event, how much does congestion slow the assigned vehicle?
Q1281_p2	In operational terms, at epoch 6 during the event, how much does congestion slow the assigned vehicle?
Q1281_p3	What is the reason behind this: At epoch 6 during the event, how much does congestion slow the assigned vehicle?
Q1281_p4	Could you clarify the dispatch rationale here: At epoch 6 during the event, how much does congestion slow the assigned vehicle?
Q1286	How big is the congestion impact on assigned timing at event epoch 4?
Q1286_p1	Can you explain this dispatch decision: How big is the congestion impact on assigned timing at event epoch 4?
Q1286_p2	In operational terms, how big is the congestion impact on assigned timing at event epoch 4?
Q1286_p3	What is the reason behind this: How big is the congestion impact on assigned timing at event epoch 4?
Q1286_p4	Could you clarify the dispatch rationale here: How big is the congestion impact on assigned timing at event epoch 4?
Q1291	During the event, how much extra time does congestion add at epoch 5?
Q1291_p1	Can you explain this dispatch decision: During the event, how much extra time does congestion add at epoch 5?
Q1291_p2	In operational terms, during the event, how much extra time does congestion add at epoch 5?
Q1291_p3	What is the reason behind this: During the event, how much extra time does congestion add at epoch 5?
Q1291_p4	Could you clarify the dispatch rationale here: During the event, how much extra time does congestion add at epoch 5?
Q1296	At event epoch 6, how much does congestion lengthen the assigned vehicle's timing?
Q1296_p1	Can you explain this dispatch decision: At event epoch 6, how much does congestion lengthen the assigned vehicle's timing?
Q1296_p2	In operational terms, at event epoch 6, how much does congestion lengthen the assigned vehicle's timing?
Q1296_p3	What is the reason behind this: At event epoch 6, how much does congestion lengthen the assigned vehicle's timing?
Q1296_p4	Could you clarify the dispatch rationale here: At event epoch 6, how much does congestion lengthen the assigned vehicle's timing?
Q1301	How much does congestion from the event delay assigned timing at epoch 7?
Q1301_p1	Can you explain this dispatch decision: How much does congestion from the event delay assigned timing at epoch 7?
Q1301_p2	In operational terms, how much does congestion from the event delay assigned timing at epoch 7?
Q1301_p3	What is the reason behind this: How much does congestion from the event delay assigned timing at epoch 7?
Q1301_p4	Could you clarify the dispatch rationale here: How much does congestion from the event delay assigned timing at epoch 7?
Q1306	During the event at epoch 8, how much does congestion push back assigned timing?
Q1306_p1	Can you explain this dispatch decision: During the event at epoch 8, how much does congestion push back assigned timing?
Q1306_p2	In operational terms, during the event at epoch 8, how much does congestion push back assigned timing?
Q1306_p3	What is the reason behind this: During the event at epoch 8, how much does congestion push back assigned timing?
Q1306_p4	Could you clarify the dispatch rationale here: During the event at epoch 8, how much does congestion push back assigned timing?
Q1311	At event epoch 9, how much does traffic congestion affect the assigned vehicle's timing?
Q1311_p1	Can you explain this dispatch decision: At event epoch 9, how much does traffic congestion affect the assigned vehicle's timing?
Q1311_p2	In operational terms, at event epoch 9, how much does traffic congestion affect the assigned vehicle's timing?
Q1311_p3	What is the reason behind this: At event epoch 9, how much does traffic congestion affect the assigned vehicle's timing?
Q1311_p4	Could you clarify the dispatch rationale here: At event epoch 9, how much does traffic congestion affect the assigned vehicle's timing?
Q1316	How large is congestion's effect on assigned timing at event epoch 10?
Q1316_p1	Can you explain this dispatch decision: How large is congestion's effect on assigned timing at event epoch 10?
Q1316_p2	In operational terms, how large is congestion's effect on assigned timing at event epoch 10?
Q1316_p3	What is the reason behind this: How large is congestion's effect on assigned timing at event epoch 10?
Q1316_p4	Could you clarify the dispatch rationale here: How large is congestion's effect on assigned timing at event epoch 10?
Q1321	At event epoch 4, how much does the event's congestion slow the assigned van?
Q1321_p1	Can you explain this dispatch decision: At event epoch 4, how much does the event's congestion slow the assigned van?
Q1321_p2	In operational terms, at event epoch 4, how much does the event's congestion slow the assigned van?
Q1321_p3	What is the reason behind this: At event epoch 4, how much does the event's congestion slow the assigned van?
Q1321_p4	Could you clarify the dispatch rationale here: At event epoch 4, how much does the event's congestion slow the assigned van?
Q1326	During the event, how much does congestion extend assigned pickup/dropoff timing at epoch 5?
Q1326_p1	Can you explain this dispatch decision: During the event, how much does congestion extend assigned pickup/dropoff timing at epoch 5?
Q1326_p2	In operational terms, during the event, how much does congestion extend assigned pickup/dropoff timing at epoch 5?
Q1326_p3	What is the reason behind this: During the event, how much does congestion extend assigned pickup/dropoff timing at epoch 5?
Q1326_p4	Could you clarify the dispatch rationale here: During the event, how much does congestion extend assigned pickup/dropoff timing at epoch 5?
Q1331	How much of the assigned vehicle's delay comes from event congestion at epoch 6?
Q1331_p1	Can you explain this dispatch decision: How much of the assigned vehicle's delay comes from event congestion at epoch 6?
Q1331_p2	In operational terms, how much of the assigned vehicle's delay comes from event congestion at epoch 6?
Q1331_p3	What is the reason behind this: How much of the assigned vehicle's delay comes from event congestion at epoch 6?
Q1331_p4	Could you clarify the dispatch rationale here: How much of the assigned vehicle's delay comes from event congestion at epoch 6?
Q1336	At event epoch 4, how much does congestion hurt assigned timing?
Q1336_p1	Can you explain this dispatch decision: At event epoch 4, how much does congestion hurt assigned timing?
Q1336_p2	In operational terms, at event epoch 4, how much does congestion hurt assigned timing?
Q1336_p3	What is the reason behind this: At event epoch 4, how much does congestion hurt assigned timing?
Q1336_p4	Could you clarify the dispatch rationale here: At event epoch 4, how much does congestion hurt assigned timing?
Q1341	During the event at epoch 5, how much additional delay does congestion cause for the assigned vehicle?
Q1341_p1	Can you explain this dispatch decision: During the event at epoch 5, how much additional delay does congestion cause for the assigned vehicle?
Q1341_p2	In operational terms, during the event at epoch 5, how much additional delay does congestion cause for the assigned vehicle?
Q1341_p3	What is the reason behind this: During the event at epoch 5, how much additional delay does congestion cause for the assigned vehicle?
Q1341_p4	Could you clarify the dispatch rationale here: During the event at epoch 5, how much additional delay does congestion cause for the assigned vehicle?
Q1346	How much does event-induced congestion slow the assigned vehicle at epoch 6?
Q1346_p1	Can you explain this dispatch decision: How much does event-induced congestion slow the assigned vehicle at epoch 6?
Q1346_p2	In operational terms, how much does event-induced congestion slow the assigned vehicle at epoch 6?
Q1346_p3	What is the reason behind this: How much does event-induced congestion slow the assigned vehicle at epoch 6?
Q1346_p4	Could you clarify the dispatch rationale here: How much does event-induced congestion slow the assigned vehicle at epoch 6?
Q1351	At event epoch 7, how much does congestion add to assigned travel time?
Q1351_p1	Can you explain this dispatch decision: At event epoch 7, how much does congestion add to assigned travel time?
Q1351_p2	In operational terms, at event epoch 7, how much does congestion add to assigned travel time?
Q1351_p3	What is the reason behind this: At event epoch 7, how much does congestion add to assigned travel time?
Q1351_p4	Could you clarify the dispatch rationale here: At event epoch 7, how much does congestion add to assigned travel time?
Q1356	How much does congestion stretch assigned vehicle timing at event epoch 8?
Q1356_p1	Can you explain this dispatch decision: How much does congestion stretch assigned vehicle timing at event epoch 8?
Q1356_p2	In operational terms, how much does congestion stretch assigned vehicle timing at event epoch 8?
Q1356_p3	What is the reason behind this: How much does congestion stretch assigned vehicle timing at event epoch 8?
Q1356_p4	Could you clarify the dispatch rationale here: How much does congestion stretch assigned vehicle timing at event epoch 8?
Q1361	At event epoch 9, how much does congestion impact the assigned vehicle's pickup time?
Q1361_p1	Can you explain this dispatch decision: At event epoch 9, how much does congestion impact the assigned vehicle's pickup time?
Q1361_p2	In operational terms, at event epoch 9, how much does congestion impact the assigned vehicle's pickup time?
Q1361_p3	What is the reason behind this: At event epoch 9, how much does congestion impact the assigned vehicle's pickup time?
Q1361_p4	Could you clarify the dispatch rationale here: At event epoch 9, how much does congestion impact the assigned vehicle's pickup time?
Q1366	During the event's peak at epoch 10, how much does congestion delay the assigned van?
Q1366_p1	Can you explain this dispatch decision: During the event's peak at epoch 10, how much does congestion delay the assigned van?
Q1366_p2	In operational terms, during the event's peak at epoch 10, how much does congestion delay the assigned van?
Q1366_p3	What is the reason behind this: During the event's peak at epoch 10, how much does congestion delay the assigned van?
Q1366_p4	Could you clarify the dispatch rationale here: During the event's peak at epoch 10, how much does congestion delay the assigned van?
Q1621	At event epoch 4, how much delay does congestion cause for assigned timing?
Q1621_p1	Can you explain this dispatch decision: At event epoch 4, how much delay does congestion cause for assigned timing?
Q1621_p2	In operational terms, at event epoch 4, how much delay does congestion cause for assigned timing?
Q1621_p3	What is the reason behind this: At event epoch 4, how much delay does congestion cause for assigned timing?
Q1621_p4	Could you clarify the dispatch rationale here: At event epoch 4, how much delay does congestion cause for assigned timing?
Q1626	How much does event congestion slow the assigned vehicle at epoch 5?
Q1626_p1	Can you explain this dispatch decision: How much does event congestion slow the assigned vehicle at epoch 5?
Q1626_p2	In operational terms, how much does event congestion slow the assigned vehicle at epoch 5?
Q1626_p3	What is the reason behind this: How much does event congestion slow the assigned vehicle at epoch 5?
Q1626_p4	Could you clarify the dispatch rationale here: How much does event congestion slow the assigned vehicle at epoch 5?
Q1631	At epoch 6, how much extra travel time does event congestion add to the assigned?
